"","resp2","resp1","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11"
"12087",1,0.84,0.754,9,-5.111,0.313,0.0548,1.36e-05,0.15,0.0397,144.991,132414,4
"12088",1,0.925,0.414,5,-2.282,0.0363,0.000158,0.145,0.132,0.205,174.023,270340,4
"12089",1,0.927,0.576,7,-2.71,0.116,0.000975,2.58e-05,0.0793,0.117,150.065,228804,4
"12090",1,0.466,0.424,8,-11.891,0.053,0.952,0.158,0.121,0.386,112.088,120555,4
"12091",0,0.591,0.834,10,-7.543,0.305,0.0553,0,0.074,0.9,104.944,256613,4
"12092",0,0.623,0.643,0,-8.013,0.107,0.265,3.2e-06,0.561,0.272,202.394,151848,4
"12093",0,0.553,0.844,8,-7.284,0.356,0.156,1.32e-06,0.0816,0.511,114.939,283752,4
"12094",0,0.632,0.593,6,-5.381,0.541,0.0133,0,0.64,0.0789,173.369,235232,4
"12095",1,0.238,0.707,3,-8.818,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,270847,3
"12096",0,0.631,0.404,5,-13.251,0.22,0.894,0.829,0.435,0.655,151.138,25600,5
"12097",1,0.614,0.812,7,-5.063,0.0484,0.0595,1.62e-05,0.394,0.11,115.03,189228,4
"12098",1,0.679,0.642,6,-7.948,0.226,0.493,8.23e-05,0.185,0.503,149.972,136998,4
"12099",1,0.963,0.646,8,-0.092,0.288,0.00498,0,0.309,0.539,149.987,121913,4
"12100",0,0.966,0.767,1,-0.577,0.246,0.0159,0.0601,0.377,0.349,150.049,224800,4
"12101",1,0.888,0.676,8,-7.23,0.0357,0.0046,0.852,0.099,0.552,124.993,531285,4
"12102",1,0.997,0.489,2,-4.966,0.0825,6.52e-05,0.203,0.0509,0.212,139.993,390549,4
"12103",0,0.939,0.575,5,-3.276,0.106,0.00316,0.671,0.128,0.14,149.954,234941,4
"12104",0,0.66,0.629,0,-6.645,0.376,0.0109,0,0.491,0.469,189.649,311653,4
"12105",1,0.844,0.881,0,-5.563,0.0687,0.00692,0.131,0.372,0.476,123.99,178065,4
"12106",0,0.682,0.802,1,-5.924,0.222,0.111,1.39e-05,0.109,0.586,123.95,326960,4
"12107",0,0.904,0.462,5,-5.92,0.105,0.000801,0.869,0.197,0.248,160.015,201750,4
"12108",0,0.649,0.782,11,-9.23,0.0541,0.0705,1.42e-06,0.169,0.0829,123.981,273864,4
"12109",1,0.649,0.727,0,-5.356,0.0338,0.661,0,0.111,0.669,129.992,254533,4
"12110",1,0.927,0.788,0,-3.547,0.11,0.214,0,0.115,0.241,209.86,137392,4
"12111",0,0.704,0.637,2,-3.26,0.107,0.000142,0.669,0.0789,0.036,140.043,277714,4
"12112",1,0.836,0.768,11,-7.283,0.0471,0.00613,0.858,0.313,0.228,122.99,360976,4
"12113",1,0.73,0.902,7,-3.077,0.13,0.0153,0,0.0933,0.4,200.094,186890,4
"12114",0,0.752,0.808,1,-6.224,0.373,0.138,0,0.0885,0.504,183.95,190511,4
"12115",1,0.984,0.597,9,-7.187,0.0542,6.16e-05,0.895,0.0633,0.372,145,447380,4
"12116",1,0.984,0.565,6,-1.374,0.0844,0.00148,0.901,0.253,0.263,174.026,259417,4
"12117",1,0.624,0.424,1,-5.849,0.229,0.0525,0,0.108,0.425,170.896,236480,4
"12118",0,0.856,0.364,0,-8.58,0.0616,0.000785,0.734,0.207,0.0581,172.027,404495,4
"12119",1,0.674,0.794,10,-7.738,0.441,0.131,0.000396,0.11,0.127,160.022,170475,4
"12120",0,0.987,0.623,5,-1.007,0.384,0.00134,0.000373,0.544,0.303,150.006,230400,4
"12121",1,0.812,0.866,5,-4.568,0.242,0.00156,0.000162,0.109,0.777,169.985,98701,4
"12122",1,0.891,0.582,8,-5.239,0.0457,0.00635,0,0.201,0.534,115.027,230427,4
"12123",1,0.953,0.609,0,-6.603,0.0912,0.000833,0.682,0.285,0.0376,137.986,466380,4
"12124",1,0.878,0.498,3,-3.408,0.05,0.00377,0.000166,0.532,0.176,132.065,191136,4
"12125",0,0.978,0.45,8,-3.944,0.0505,0.000516,0.228,0.459,0.335,137.971,165000,4
"12126",1,0.957,0.547,5,-8.126,0.05,0.0019,0.901,0.0678,0.12,135.983,176560,4
"12127",0,0.423,0.813,11,-11.891,0.0558,0.209,0.733,0.162,0.0572,116.048,161390,4
"12128",1,0.466,0.757,9,-6.755,0.198,0.000348,0.604,0.191,0.324,174.088,356458,4
"12129",1,0.742,0.507,7,-7.194,0.0872,0.289,0.00403,0.0712,0.0397,110.203,165818,4
"12130",0,0.685,0.634,10,-7.358,0.0931,0.162,0,0.0932,0.0426,110.152,130915,4
"12131",1,0.594,0.64,2,-8.953,0.0433,0.00706,0.503,0.109,0.306,145.032,218567,4
"12132",1,0.62,0.734,11,-5.648,0.304,0.0204,0,0.0981,0.437,180.183,247268,4
"12133",1,0.48,0.918,0,-12.037,0.427,0.291,0,0.133,0.47,109.98,149373,4
"12134",1,0.835,0.414,8,-7.72,0.0457,0.000195,0.766,0.105,0.0342,140.012,163125,4
"12135",0,0.454,0.738,0,-7.222,0.0585,0.0275,0.0236,0.0909,0.11,209.582,92056,4
"12136",1,0.946,0.651,7,-6.727,0.0742,0.000307,0.616,0.399,0.214,140.04,452571,4
"12137",1,0.548,0.868,1,-7.864,0.171,0.233,2.67e-06,0.181,0.557,139.999,204311,4
"12138",1,0.476,0.517,7,-7.454,0.0639,0.883,1.03e-06,0.123,0.123,130.771,194725,3
"12139",0,0.998,0.471,11,-3.49,0.163,0.0579,0.0654,0.276,0.0875,149.962,289400,4
"12140",1,0.924,0.547,7,-6.018,0.0365,0.00171,0.677,0.227,0.153,145.003,483310,4
"12141",1,0.861,0.711,0,-6.234,0.0466,0.0277,0.0142,0.219,0.702,110.095,144818,4
"12142",1,0.81,0.637,0,-8.488,0.106,0.163,0.734,0.123,0.632,144.017,479610,4
"12143",0,0.955,0.359,4,-2.323,0.12,0.00116,0,0.349,0.446,170.033,230427,4
"12144",0,0.946,0.312,4,-3.209,0.107,0.00749,2.93e-06,0.288,0.297,189.892,235893,4
"12145",1,0.741,0.763,9,-2.317,0.24,0.0275,1.48e-06,0.127,0.632,150.069,146750,4
"12146",0,0.747,0.652,6,-5.377,0.0329,0.0796,0.138,0.243,0.196,140.065,137156,4
"12147",1,0.616,0.958,0,-5.555,0.291,0.053,0,0.0956,0.489,130,200361,4
"12148",0,0.637,0.853,3,-5.924,0.331,0.129,0,0.267,0.496,172.096,156195,4
"12149",1,0.965,0.509,0,-7.797,0.0446,0.00108,0.855,0.383,0.283,144.997,430400,4
"12150",1,0.662,0.46,6,-8.975,0.0536,0.0058,0.00196,0.192,0.0804,115.008,187848,4
"12151",1,0.805,0.521,9,-3.841,0.0412,0.00316,0.87,0.175,0.2,175.008,362069,4
"12152",1,0.4,0.689,1,-8.391,0.0278,0.428,0.209,0.131,0.284,149.478,52062,4
"12153",0,0.816,0.61,0,-6.243,0.0291,0.129,0.745,0.11,0.234,139.97,222857,4
"12154",1,0.0587,0.561,5,-17.819,0.0762,0.95,0,0.0828,0.342,143.027,222468,1
"12155",1,0.77,0.54,1,-3.981,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4
"12156",0,0.64,0.654,1,-6.435,0.315,0.481,0,0.103,0.219,185.804,268382,4
"12157",1,0.804,0.795,1,-3.842,0.243,0.108,0,0.941,0.629,188.054,302347,4
"12158",1,0.657,0.679,6,-6.222,0.0423,0.0219,0,0.295,0.363,173.968,234760,4
"12159",0,0.757,0.547,5,-8.337,0.0557,0.0623,0.606,0.156,0.24,140,226286,4
"12160",0,0.764,0.461,1,-5.581,0.0403,0.00947,0.661,0.148,0.0923,145.01,335519,4
"12161",0,0.998,0.332,11,-5.339,0.135,0.000481,0.966,0.342,0.0816,139.999,329141,4
"12162",1,0.906,0.715,2,-2.91,0.0394,0.0731,0.0686,0.415,0.39,150.052,160000,4
"12163",1,0.99,0.609,0,-6.639,0.0736,0.00774,0.866,0.353,0.0375,140.002,618324,4
"12164",0,0.782,0.642,5,-3.395,0.0477,0.381,0,0.108,0.396,162.005,195053,4
"12165",0,0.512,0.531,9,-7.488,0.149,0.0465,0,0.295,0.327,124.155,123973,4
"12166",1,0.463,0.814,7,-12.446,0.257,0.214,7.33e-05,0.104,0.204,124.986,162038,4
"12167",1,0.677,0.422,11,-5.76,0.0365,0.251,3.55e-06,0.16,0.146,150.131,297782,4
"12168",1,0.559,0.897,11,-8.268,0.379,0.155,0.000127,0.296,0.677,106.991,264400,4
"12169",0,0.559,0.894,10,-8.793,0.234,0.131,0,0.104,0.795,202.08,152079,4
"12170",1,0.997,0.549,1,-0.441,0.195,0.000358,0.299,0.0985,0.122,152.963,250980,4
"12171",1,0.801,0.42,0,-4.601,0.0597,0.0171,0.583,0.0916,0.104,169.941,337812,4
"12172",1,0.784,0.843,7,-10.431,0.097,0.0484,0.438,0.645,0.632,124.068,345492,4
"12173",1,0.705,0.702,0,-6.665,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,213445,4
"12174",1,0.973,0.638,1,-4.65,0.0467,6.03e-05,0.848,0.504,0.423,142.025,432689,4
"12175",0,0.973,0.64,4,-6.223,0.0433,0.00011,0.691,0.269,0.186,139.974,438857,4
"12176",1,0.398,0.782,1,-9.099,0.143,0.119,0,0.0954,0.119,187.98,183830,4
"12177",1,0.844,0.582,1,-5.072,0.0864,0.00601,0.00169,0.104,0.299,178.104,251800,4
"12178",1,0.578,0.801,1,-13.264,0.181,0.0103,0.811,0.199,0.499,184.278,160867,4
"12179",1,0.878,0.804,6,-8.27,0.0504,0.00589,0.854,0.0926,0.699,128.016,345011,4
"12180",0,0.562,0.793,7,-9.024,0.0794,0.0074,5.49e-06,0.152,0.3,127.075,167363,4
"12181",0,0.492,0.876,11,-8.11,0.153,0.0136,0.000283,0.0678,0.4,151.044,166799,4
"12182",1,0.835,0.27,1,-4.161,0.0586,0.141,0.474,0.0907,0.0336,170.114,347690,4
"12183",0,0.978,0.771,10,-2.551,0.283,0.0109,0.000692,0.0616,0.172,150.053,291422,4
"12184",1,0.717,0.529,6,-6.883,0.331,0.255,0,0.102,0.572,179.652,196089,4
"12185",0,0.621,0.625,10,-9.595,0.439,0.0193,3.04e-05,0.124,0.771,176.432,224253,4
"12186",0,0.718,0.668,1,-4.736,0.0605,0.0165,0,0.104,0.345,183.986,192200,4
"12187",1,0.547,0.778,2,-7.273,0.0489,0.346,0.000302,0.132,0.441,190.004,242733,4
"12188",0,0.821,0.848,6,-6.249,0.0482,0.258,0.241,0.0961,0.708,121.983,285309,4
"12189",1,0.978,0.328,8,-3.036,0.0436,0.000103,0.286,0.105,0.338,174.057,327588,4
"12190",1,0.669,0.908,7,-2.827,0.0738,0.00286,0,0.237,0.662,112.238,290320,4
"12191",0,0.766,0.441,6,-5.921,0.0533,0.0181,1.6e-06,0.509,0.52,150.054,169608,4
"12192",0,0.914,0.407,5,-4.531,0.0471,8.12e-05,0.233,0.186,0.277,174.064,335532,4
"12193",0,0.486,0.557,0,-7.566,0.0396,0.589,0,0.102,0.0734,193.142,220201,4
"12194",1,0.866,0.541,2,-2.89,0.0728,0.00582,0.745,0.0668,0.103,172.004,320000,4
"12195",1,0.794,0.806,6,-6.288,0.0532,0.000301,0.797,0.0689,0.581,123,351220,4
"12196",0,0.982,0.469,11,-3.43,0.0645,0.0839,0.111,0.193,0.607,160,213446,4
"12197",1,0.74,0.487,6,-4.973,0.0944,0.157,0,0.612,0.522,73.779,181688,4
"12198",1,0.484,0.669,1,-9.026,0.121,0.0154,0,0.489,0.251,117.929,188947,4
"12199",1,0.664,0.727,7,-10.977,0.0719,0.403,0.862,0.108,0.237,128.995,364089,4
"12200",1,0.544,0.806,6,-5.653,0.0743,0.161,1.69e-05,0.135,0.354,145.915,120033,4
"12201",1,0.816,0.718,11,-2.967,0.178,0.134,0,0.0978,0.358,170.03,146888,4
"12202",1,0.848,0.629,1,-2.728,0.31,0.0829,0,0.379,0.278,170.121,220147,4
"12203",0,0.411,0.812,6,-8.996,0.0654,0.131,0.079,0.0842,0.354,129.933,196023,4
"12204",1,0.64,0.177,9,-4.27,0.0399,0.01,0,0.356,0.145,144.084,284056,5
"12205",1,0.944,0.648,1,-8.317,0.043,0.00046,0.786,0.154,0.0332,140.012,379714,4
"12206",0,0.983,0.7,5,-1.037,0.116,0.02,0.000281,0.361,0.372,150.029,227202,4
"12207",0,0.429,0.686,8,-10.402,0.15,0.71,3.41e-06,0.166,0.27,130.09,194933,4
"12208",0,0.906,0.541,9,-8.402,0.0399,0.000367,0.924,0.146,0.0376,128.023,247031,4
"12209",0,0.76,0.688,5,-9.892,0.036,0.0425,0,0.138,0.765,190.096,205027,4
"12210",1,0.879,0.606,1,-2.353,0.385,0.0965,0,0.178,0.615,129.876,198236,4
"12211",1,0.757,0.654,0,-6.722,0.16,0.00457,0,0.0885,0.311,200.026,182648,4
"12212",0,0.963,0.81,1,-6.543,0.052,6.3e-05,0.901,0.0662,0.452,125.007,400628,4
"12213",1,0.976,0.684,9,-2.878,0.161,0.00482,0.000113,0.231,0.398,150.014,216271,4
"12214",0,0.931,0.432,11,-3.903,0.0828,0.00896,0.00773,0.261,0.164,150.197,351881,4
"12215",0,0.81,0.517,7,-5.897,0.143,0.427,0.966,0.365,0.643,140.073,196860,4
"12216",0,0.891,0.505,5,-3.025,0.166,0.00388,0.715,0.13,0.269,174.032,341104,4
"12217",0,0.79,0.717,1,-3.516,0.0612,0.0654,0.449,0.278,0.156,174.964,309718,4
"12218",0,0.569,0.767,4,-6.805,0.216,0.00988,1.45e-05,0.109,0.524,154.104,196363,4
"12219",1,0.819,0.776,0,-7.264,0.0696,0.033,0.294,0.317,0.31,137.999,466522,4
"12220",0,0.894,0.652,9,-5.668,0.0545,0.000374,0.881,0.0456,0.102,170.051,318939,4
"12221",0,0.749,0.757,9,0.324,0.046,0.0673,0.314,0.0384,0.366,150.02,233421,4
"12222",1,0.967,0.515,2,-5.06,0.127,0.000923,0.83,0.075,0.0922,150.138,288000,4
"12223",0,0.689,0.87,8,-7.921,0.048,0.269,0.000463,0.142,0.382,109.996,161455,4
"12224",0,0.665,0.812,10,-10.514,0.0701,0.000901,0.852,0.112,0.418,126.002,470363,4
"12225",1,0.807,0.52,2,-6.281,0.409,0.24,0.00257,0.199,0.628,178.012,168591,4
"12226",0,0.97,0.669,6,-6.095,0.0534,0.000174,0.848,0.353,0.19,143.005,375944,3
"12227",0,0.87,0.776,4,-2.257,0.213,0.329,0,0.521,0.844,145.014,158983,4
"12228",1,0.975,0.514,1,-4.237,0.0473,0.000276,0.744,0.603,0.219,145.009,569378,4
"12229",1,0.679,0.751,0,-7.917,0.222,0.294,0,0.315,0.617,196.028,195912,4
"12230",1,0.977,0.901,1,-6.27,0.0717,0.000629,0.00962,0.117,0.395,125.011,399720,4
"12231",1,0.862,0.437,1,-4.706,0.161,0.0136,4.47e-05,0.434,0.463,149.967,190400,4
"12232",1,0.953,0.625,1,-7.083,0.0411,0.000266,0.843,0.745,0.5,143.011,429650,4
"12233",1,0.826,0.437,2,-8.564,0.0429,0.000101,0.119,0.435,0.0755,138.013,229583,4
"12234",0,0.793,0.766,4,-6.638,0.165,0.0294,7.97e-06,0.173,0.647,183.85,260800,4
"12235",1,0.996,0.433,9,-7.055,0.0737,0.000417,0.779,0.0281,0.271,137.999,394783,4
"12236",1,0.936,0.363,1,-3.23,0.194,0.000495,0.867,0.175,0.0364,174.15,193103,4
"12237",1,0.457,0.56,6,-11.004,0.136,0.728,0.37,0.0854,0.223,147.884,139521,4
"12238",1,0.765,0.549,10,-5.432,0.0489,0.00388,3.94e-06,0.165,0.209,173.873,255172,4
"12239",0,0.962,0.543,9,-4.731,0.0823,0.000882,0.836,0.0482,0.419,149.95,197505,4
"12240",0,0.854,0.737,3,-6.414,0.221,0.0475,0,0.0905,0.65,150.621,166080,4
"12241",1,0.861,0.492,0,-5.438,0.0412,0.0191,0.00236,0.126,0.276,173.988,253716,4
"12242",1,0.45,0.57,6,-10.772,0.0676,0.666,0.0596,0.158,0.0395,155.081,145202,4
"12243",1,0.553,0.664,0,-8.026,0.12,0.102,0,0.301,0.798,192.004,214688,4
"12244",0,0.859,0.506,9,-6.411,0.0626,0.000692,0.592,0.0895,0.0397,140.03,226000,4
"12245",1,0.855,0.78,7,-3.474,0.352,0.128,0,0.178,0.629,155.25,99280,4
"12246",0,0.771,0.592,9,-4.308,0.1,0.00855,0.00304,0.24,0.279,174.017,276625,4
"12247",1,0.878,0.58,1,-7.044,0.0994,0.000745,0.955,0.413,0.121,136.99,397664,4
"12248",1,0.633,0.782,8,-4.644,0.341,0.0355,0,0.0615,0.749,150.055,175213,4
"12249",0,0.598,0.552,6,-9.529,0.0983,0.000423,0.139,0.0805,0.442,155.134,123625,4
"12250",0,0.705,0.729,11,-7.27,0.396,0.227,0,0.109,0.626,183.164,253307,4
"12251",0,0.919,0.506,10,-3.379,0.0699,0.0114,0.68,0.417,0.374,173.953,291810,4
"12252",1,0.487,0.938,7,-3.489,0.244,0.188,0,0.0985,0.511,195.13,206573,4
"12253",0,0.923,0.759,8,-8.032,0.0432,6.55e-05,0.893,0.366,0.306,132.016,363644,4
"12254",1,0.866,0.568,7,-3.577,0.0469,0.00139,0.574,0.231,0.51,132.007,252273,4
"12255",1,0.617,0.669,9,-8.011,0.252,0.0733,3.12e-06,0.159,0.613,128.202,198863,4
"12256",1,0.406,0.695,0,-9.44,0.0558,0.648,0,0.0894,0.167,133.014,147970,4
"12257",1,0.673,0.792,8,-8.501,0.173,0.109,0,0.159,0.743,189.96,151600,4
"12258",1,0.782,0.52,1,-5.009,0.0794,0.0293,3.54e-05,0.0888,0.257,149.928,229700,4
"12259",1,0.951,0.711,1,-8.406,0.0537,0.00189,0.366,0.0229,0.903,121.656,269307,4
"12260",1,0.362,0.709,11,-13.556,0.249,0.165,0.000132,0.107,0.455,146.023,187681,4
"12261",0,0.966,0.767,1,-0.577,0.246,0.0159,0.0601,0.377,0.349,150.049,224800,4
"12262",1,0.841,0.753,1,-7.385,0.073,0.0116,0.902,0.104,0.347,134.994,392889,4
"12263",0,0.985,0.459,6,-5.967,0.0508,0.000655,0.931,0.381,0.1,137.999,244000,4
"12264",0,0.703,0.762,10,-7.951,0.306,0.206,0,0.0912,0.519,151.329,247178,4
"12265",1,0.644,0.759,8,-7.739,0.21,0.157,0,0.237,0.452,184.748,180000,4
"12266",0,0.584,0.669,5,-5.988,0.0331,0.306,0.0325,0.0589,0.949,149.976,210800,4
"12267",0,0.971,0.414,2,-8.924,0.079,0.00182,0.711,0.962,0.16,140.085,267429,4
"12268",1,0.77,0.698,1,-9.063,0.192,0.00915,0.789,0.352,0.485,129.954,184633,4
"12269",0,0.491,0.769,9,-8.426,0.0772,0.793,0,0.0845,0.534,126.161,213333,4
"12270",0,0.973,0.416,5,-3.811,0.0882,0.0123,0.000109,0.438,0.2,150.072,176417,4
"12271",1,0.949,0.556,1,-1.559,0.449,0.0579,0.000391,0.255,0.399,144.825,133747,4
"12272",0,0.737,0.781,0,-8.291,0.0563,0.195,0,0.144,0.718,135.062,102491,4
"12273",0,0.857,0.504,0,-6.557,0.421,0.0855,0.401,0.106,0.678,156.95,109007,4
"12274",0,0.651,0.893,0,-8.647,0.367,0.0995,0,0.371,0.6,105.835,253580,4
"12275",0,0.737,0.802,6,-4.862,0.0757,0.275,0,0.113,0.712,127.014,211654,4
"12276",1,0.658,0.588,1,-9.978,0.0366,0.374,0.843,0.0706,0.117,206.892,366731,4
"12277",1,0.907,0.582,1,-6.638,0.0412,1.93e-05,0.805,0.16,0.0385,137.994,507913,4
"12278",0,0.507,0.497,5,-8.075,0.0585,0.214,4.79e-06,0.0948,0.192,119.432,197120,4
"12279",1,0.974,0.448,3,-6.576,0.119,0.000675,0.0176,0.393,0.228,140.039,272913,4
"12280",1,0.949,0.59,1,-4.908,0.0918,0.00167,0.371,0.306,0.219,150.019,193597,4
"12281",0,0.928,0.63,9,-2.787,0.0331,0.199,0.124,0.148,0.465,123.963,222160,4
"12282",1,0.739,0.562,8,-10.077,0.0367,0.567,0.883,0.097,0.0554,200,263987,4
"12283",0,0.97,0.748,1,-2.849,0.0463,0.00224,0.25,0.314,0.756,125.99,189524,4
"12284",1,0.632,0.463,7,-9.577,0.0525,0.393,0,0.127,0.0894,163.71,100260,4
"12285",0,0.973,0.668,11,-6.127,0.0489,0.00122,0.833,0.0842,0.252,139.999,459429,4
"12286",0,0.945,0.461,1,-1.55,0.0422,0.0421,0,0.26,0.189,149.988,175907,4
"12287",1,0.964,0.76,2,-5.844,0.0576,0.00182,0.7,0.0974,0.641,125,248036,4
"12288",1,0.445,0.811,8,-10.105,0.274,0.0453,0,0.109,0.25,103.992,154082,4
"12289",1,0.96,0.422,6,-8.927,0.0467,0.000957,0.892,0.442,0.485,139.971,196905,4
"12290",0,0.857,0.613,1,-5.492,0.0366,0.0012,0,0.358,0.664,124.987,182000,4
"12291",0,0.82,0.802,10,-5.969,0.146,0.0579,0,0.149,0.613,164.005,172196,4
"12292",1,0.896,0.695,7,-8.863,0.0704,0.00222,0.784,0.335,0.221,135.01,441187,4
"12293",0,0.964,0.389,0,-3.791,0.066,6e-04,0.826,0.154,0.117,173.985,271035,4
"12294",0,0.704,0.665,7,-7.74,0.079,0.00345,0.135,0.0593,0.328,127.993,369375,3
"12295",1,0.861,0.586,6,-7.639,0.0863,0.324,0.978,0.0991,0.364,159.972,222000,4
"12296",1,0.781,0.668,2,-6.639,0.113,0.015,0.00603,0.226,0.442,199.952,136825,4
"12297",1,0.767,0.823,8,-5.553,0.0417,0.0036,0.854,0.15,0.0814,129.942,274154,4
"12298",0,0.897,0.477,6,-3.787,0.0586,0.0405,0.864,0.109,0.289,172.106,269814,4
"12299",0,0.484,0.817,1,-10.05,0.0423,0.00763,0.00566,0.259,0.261,114.031,134748,3
"12300",1,0.742,0.891,1,-4.278,0.226,0.306,1.02e-05,0.238,0.451,130.003,112615,4
"12301",0,0.945,0.473,7,-7.083,0.0459,0.0011,0.281,0.387,0.0752,137.97,299126,4
"12302",1,0.641,0.798,1,-5.074,0.219,0.111,0,0.314,0.367,137.904,156522,4
"12303",1,0.949,0.498,7,-7.326,0.0646,7.21e-05,0.941,0.108,0.162,137.999,452571,4
"12304",1,0.316,0.886,1,-8.683,0.0677,0.0987,0.0166,0.108,0.0389,135.006,142222,4
"12305",0,0.742,0.488,10,-11.2,0.039,0.0787,0.623,0.449,0.719,115.062,227478,4
"12306",0,0.996,0.627,5,-6.89,0.0492,0.0226,0.781,0.106,0.755,148.019,469987,4
"12307",1,0.777,0.79,2,-8.752,0.339,0.0889,0.00112,0.141,0.421,160.013,96052,4
"12308",1,0.697,0.651,10,-5.177,0.161,0.106,0,0.0801,0.611,92.064,146253,4
"12309",1,0.503,0.917,1,-8.389,0.323,0.0792,0,0.12,0.259,204.084,112956,4
"12310",0,0.627,0.803,6,-3.787,0.443,0.286,0,0.248,0.638,174.21,282187,4
"12311",0,0.949,0.818,11,-8.466,0.0667,0.000739,0.606,0.0677,0.947,125.015,374580,4
"12312",0,0.851,0.468,8,-6.347,0.0565,0.00517,0.722,0.192,0.145,173.999,320000,4
"12313",0,0.505,0.156,3,-7.576,0.05,0.000338,0.107,0.164,0.18,154.784,252000,5
"12314",1,0.815,0.705,1,-6.988,0.0918,0.00993,0.291,0.483,0.487,219.948,114305,4
"12315",0,0.786,0.242,7,-4.753,0.041,0.00913,0.0017,0.629,0.339,149.117,136212,4
"12316",0,0.552,0.935,10,-9.373,0.335,0.111,0,0.0952,0.615,99.993,145627,4
"12317",0,0.535,0.665,4,-7.056,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253,4
"12318",0,0.936,0.48,4,-2.188,0.138,0.0152,0,0.721,0.207,154.023,200430,4
"12319",0,0.974,0.446,0,-4.039,0.0511,0.00156,0.00939,0.435,0.0786,136.011,206622,4
"12320",0,0.925,0.348,11,-6.411,0.326,0.00171,2.31e-06,0.372,0.142,139.056,149802,4
"12321",0,0.904,0.428,1,-7.939,0.107,2.73e-05,0.976,0.484,0.208,151.798,273628,4
"12322",0,0.959,0.526,10,-4.507,0.0793,0.0381,0,0.127,0.256,150.011,152008,4
"12323",0,0.904,0.65,11,-8.454,0.0414,0.000329,0.803,0.305,0.112,136.026,439412,4
"12324",0,0.855,0.558,5,-7.911,0.0409,0.0145,0.908,0.348,0.684,174,391105,4
"12325",0,0.953,0.569,8,-5.521,0.068,0.000256,0.135,0.231,0.122,139.988,392795,4
"12326",1,0.851,0.333,7,-5.293,0.0948,0.0101,0,0.277,0.44,108.25,303093,4
"12327",1,0.833,0.651,1,-3.356,0.172,0.0214,0,0.14,0.443,155.051,304512,4
"12328",1,0.581,0.717,11,-10.7,0.0445,0.0196,0.932,0.0758,0.148,126.065,304600,4
"12329",1,0.804,0.79,8,-5.507,0.0509,0.000416,0.47,0.114,0.312,125.011,300631,4
"12330",1,0.606,0.78,10,-8.025,0.0814,0.0828,0.786,0.103,0.218,137,443751,4
"12331",1,0.564,0.846,1,-7.436,0.0983,0.0896,0.00836,0.219,0.237,126.047,138161,4
"12332",0,0.556,0.642,10,-9.31,0.0989,0.0314,0.00438,0.0734,0.0671,157.476,188389,3
"12333",1,0.992,0.661,9,1.949,0.0805,0.0266,0.648,0.666,0.479,174.068,163527,4
"12334",1,0.859,0.866,11,-5.612,0.145,0.00475,0.68,0.051,0.389,125.995,243810,4
"12335",0,0.672,0.713,6,-5.537,0.272,0.0293,0,0.104,0.309,152.084,198947,4
"12336",1,0.642,0.704,1,-10.11,0.39,0.00704,1.43e-06,0.161,0.72,184.18,209973,4
"12337",0,0.953,0.507,6,-5.29,0.0586,1.08e-05,0.811,0.524,0.119,156.006,378462,4
"12338",1,0.137,0.744,9,-23.385,0.0519,0.52,0.106,0.0995,0.0377,216.098,196117,4
"12339",1,0.78,0.525,11,-5.344,0.324,0.0321,1.67e-06,0.432,0.623,81.746,234106,4
"12340",1,0.74,0.489,1,-3.432,0.105,0.0327,0,0.0776,0.515,150.294,200000,4
"12341",1,0.536,0.703,11,-4.323,0.297,0.000883,0.0112,0.139,0.161,180.048,107050,4
"12342",0,0.827,0.571,2,-5.791,0.034,0.000148,0.00737,0.101,0.0445,149.951,184800,4
"12343",1,0.984,0.713,6,-6.647,0.0528,5.93e-05,0.837,0.852,0.131,144.993,456828,4
"12344",1,0.535,0.756,11,-9.78,0.223,0.0373,0.00169,0.117,0.0698,109.927,163159,4
"12345",0,0.941,0.627,5,-5.309,0.214,0.0127,0.00926,0.271,0.332,149.998,400000,4
"12346",1,0.9,0.805,6,-9.213,0.0624,0.00624,0.92,0.0797,0.703,122.008,446293,4
"12347",1,0.926,0.367,1,-4.947,0.31,0.00495,0.0122,0.122,0.114,149.498,249600,4
"12348",1,0.836,0.499,11,-4.335,0.0448,0.0145,1.53e-05,0.0548,0.363,174.013,276093,4
"12349",1,0.948,0.586,7,-3.992,0.0363,0.00815,0.338,0.216,0.68,174.016,312912,4
"12350",0,0.821,0.384,8,-2.83,0.0948,0.158,0,0.137,0.244,121.108,256163,4
"12351",0,0.787,0.924,11,-3.611,0.0526,0.0366,0.00047,0.09,0.592,123.017,242133,4
"12352",1,0.144,0.836,11,-9.659,0.273,0.807,0.000425,0.11,0.692,105.463,174700,4
"12353",1,0.333,0.681,9,-8.582,0.0974,0.588,0,0.086,0.564,118.05,227655,4
"12354",0,0.801,0.519,10,-5.624,0.0412,0.00587,0.0189,0.218,0.564,200.106,230373,4
"12355",1,0.734,0.869,4,-5.885,0.145,0.695,0,0.0997,0.634,127.965,142359,4
"12356",0,0.855,0.768,7,-3.456,0.322,0.48,0,0.118,0.533,139.888,228000,4
